cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
1703842|162|195|0.83|0.17|TO|10312|Campos Lindos|140902|12156|74810|61420|289288|17202|306490|30905.47|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1703867|54|194|0.28|0.72|TO|4441|Cariri do Tocantins|38940|42382|172413|31822|285558|63315|348873|80738.87|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Indústrias de transformação
1703883|31|73|0.42|0.58|TO|2603|Carmolândia|6969|1098|7142|20124|35332|1583|36915|14442.46|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1703891|35|49|0.71|0.29|TO|4130|Carrasco Bonito|4666|1773|5573|26932|38944|891|39835|9813.95|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1703909|133|281|0.47|0.53|TO|5442|Caseara|75943|8231|31872|34673|150719|7975|158694|29970.50|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1704105|39|50|0.78|0.22|TO|2936|Centenário|8191|700|5167|19152|33211|1089|34300|11934.57|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1704600|10|35|0.29|0.71|TO|1410|Chapada de Areia|8191|1164|2659|11275|23289|626|23915|17069.85|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1705102|31|98|0.32|0.68|TO|3331|Chapada da Natividade|26843|2992|9395|22600|61829|2351|64180|19250.12|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1705508|1231|1953|0.63|0.37|TO|35851|Colinas do Tocantins|26802|55194|344081|220231|646307|79837|726144|20752.91|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1705557|159|191|0.83|0.17|TO|4861|Combinado|5444|2782|24322|29465|62013|5438|67451|13927.62|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1705607|38|90|0.42|0.58|TO|4087|Conceição do Tocantins|6254|1583|13142|27453|48432|3602|52035|12617.51|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1706001|92|173|0.53|0.47|TO|5639|Couto Magalhães|37781|10410|25437|36336|109964|6397|116360|21018.84|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1706100|216|351|0.62|0.38|TO|7278|Cristalândia|29131|5217|26336|43061|103745|6184|109929|15058.80|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1706258|17|63|0.27|0.73|TO|1735|Crixás do Tocantins|17803|1088|7751|14696|41339|2200|43539|25491.44|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Pecuária, inclusive apoio à pecuária
1706506|69|183|0.38|0.62|TO|6174|Darcinópolis|94496|4332|38499|37174|174500|11628|186128|30928.51|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Produção florestal, pesca e aquicultura
1707009|635|1211|0.52|0.48|TO|22424|Dianópolis|26210|19093|143743|132023|321068|26613|347681|15912.16|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1707108|157|272|0.58|0.42|TO|6943|Divinópolis do Tocantins|37605|4062|29135|44213|115015|8046|123061|17949.32|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Agricultura, inclusive apoio à agricultura e a pós colheita
1707207|122|182|0.67|0.33|TO|7185|Dois Irmãos do Tocantins|37321|2347|16402|42392|98462|4034|102497|14213.92|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Agricultura, inclusive apoio à agricultura e a pós colheita
1707306|163|178|0.92|0.08|TO|4686|Dueré|58806|3334|17160|31446|110746|4572|115318|24603.80|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
1707405|105|267|0.39|0.61|TO|11139|Esperantina|8819|1643|13486|62643|86591|2514|89105|8211.68|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1707553|121|155|0.78|0.22|TO|3830|Fátima|7277|2096|25507|25957|60836|6487|67323|17527.40|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1707652|101|209|0.48|0.52|TO|5243|Figueirópolis|56209|5009|60811|33988|156017|14291|170308|32230.93|Agricultura, inclusive apoio à agricultura e a pós colheita|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
1707702|56|170|0.33|0.67|TO|8874|Filadélfia|18993|4755|22216|52475|98438|3307|101745|11513.53|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1708205|485|796|0.61|0.39|TO|18399|Formoso do Araguaia|84938|27016|99229|113497|324680|24882|349562|18913.66|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1708254|85|163|0.52|0.48|TO|2602|Fortaleza do Tabocão|19013|5986|110083|20411|155493|31879|187372|72737.58|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1708304|54|110|0.49|0.51|TO|5130|Goianorte|22974|2003|14608|32024|71609|3757|75365|14731.32|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1709005|86|192|0.45|0.55|TO|13095|Goiatins|46004|5777|25460|79069|156311|5307|161618|12487.88|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1709302|796|1568|0.51|0.49|TO|26165|Guaraí|44266|34466|350919|151398|581050|70422|651472|25371.81|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1709500|3039|5267|0.58|0.42|TO|87545|Gurupi|39305|153377|1163830|579640|1936151|266469|2202620|25690.42|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1709807|9|38|0.24|0.76|TO|2052|Ipueiras|9063|1231|3794|15100|29188|1165|30354|15353.46|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1710508|120|233|0.52|0.48|TO|7452|Itacajá|25293|2888|19918|46336|94435|5018|99454|13414.29|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1710706|41|133|0.31|0.69|TO|5832|Itaguatins|12029|3744|9259|37518|62550|1653|64203|10889.25|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1710904|102|144|0.71|0.29|TO|3795|Itapiratins|31038|1707|11161|24692|68598|2421|71020|18898.22|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Pecuária, inclusive apoio à pecuária
1711100|51|73|0.70|0.30|TO|2420|Itaporã do Tocantins|17329|1018|5636|16819|40802|2324|43126|17710.95|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1711506|72|94|0.77|0.23|TO|3878|Jaú do Tocantins|20587|1698|9043|26512|57840|2118|59959|15700.06|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1711803|42|60|0.70|0.30|TO|2184|Juarina|7607|727|4817|16233|29383|1148|30532|13865.45|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1711902|382|579|0.66|0.34|TO|13676|Lagoa da Confusão|198870|35196|130408|83540|448015|35638|483653|37107.01|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1711951|42|94|0.45|0.55|TO|4393|Lagoa do Tocantins|5616|838|5925|26334|38714|1055|39769|9386.15|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1712009|71|190|0.37|0.63|TO|3167|Lajeado|1486|9726|21257|31398|63867|3790|67657|21817.66|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Construção
1712157|36|46|0.78|0.22|TO|1954|Lavandeira|5527|862|2993|13749|23130|594|23724|12539.04|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1712405|20|62|0.32|0.68|TO|3733|Lizarda|11473|862|5196|24013|41543|918|42461|11329.07|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1712454|47|79|0.59|0.41|TO|3154|Luzinópolis|2402|1516|7343|20776|32037|1649|33686|11008.37|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1712504|90|160|0.56|0.44|TO|5254|Marianópolis do Tocantins|57891|5679|23111|33849|120529|5833|126362|24806.14|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
1712702|85|185|0.46|0.54|TO|2729|Mateiros|92993|4164|15841|19661|132659|2823|135482|51358.01|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1712801|65|85|0.76|0.24|TO|3448|Maurilândia do Tocantins|5789|754|5489|23590|35623|1009|36631|10764.46|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1713205|479|1162|0.41|0.59|TO|17936|Miracema do Tocantins|81084|183038|105028|118855|488005|38295|526300|28347.50|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1713304|455|717|0.63|0.37|TO|13493|Miranorte|49169|13235|95971|80721|239097|23701|262798|19648.43|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1713601|81|123|0.66|0.34|TO|8066|Monte do Carmo|71236|35832|20707|45855|173629|4550|178179|22764.71|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Construção
1713700|21|71|0.30|0.70|TO|2295|Monte Santo do Tocantins|12785|829|4607|16564|34785|1087|35872|15851.48|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1713809|70|112|0.62|0.38|TO|6745|Palmeiras do Tocantins|13209|4944|9404|38776|66333|2421|68754|10464.86|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1713957|35|79|0.44|0.56|TO|3587|Muricilândia|12872|839|5348|22808|41868|1135|43003|12237.69|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1714203|300|443|0.68|0.32|TO|9250|Natividade|18153|41966|48122|55682|163922|10753|174675|18906.30|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias extrativas|Demais serviços
1714302|63|114|0.55|0.45|TO|3834|Nazaré|5582|2073|8633|25983|42271|1813|44085|11135.28|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1714880|170|304|0.56|0.44|TO|11917|Nova Olinda|16506|25394|107654|72673|222227|42111|264337|22556.29|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas|Demais serviços
1715002|108|161|0.67|0.33|TO|4304|Nova Rosalândia|13696|1418|10849|26589|52553|2493|55046|13059.51|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1715101|101|189|0.53|0.47|TO|4397|Novo Acordo|11800|1559|9657|27521|50537|1879|52415|12226.52|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1715150|19|57|0.33|0.67|TO|2332|Novo Alegre|4098|1145|5240|15818|26301|1061|27361|11733.03|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
